year,inflation,Trade_to_GDP,population,iso3c
1961,,,3288602,BIH
1962,,,3353226,BIH
1963,,,3417574,BIH
1964,,,3478995,BIH
1965,,,3535640,BIH
1966,,,3586634,BIH
1967,,,3632669,BIH
1968,,,3675452,BIH
1969,,,3717466,BIH
1970,,,3760527,BIH
1971,,,3805285,BIH
1972,,,3851151,BIH
1973,,,3897255,BIH
1974,,,3942223,BIH
1975,,,3985103,BIH
1976,,,4025265,BIH
1977,,,4063191,BIH
1978,,,4100350,BIH
1979,,,4138819,BIH
1980,,,4179855,BIH
1981,,,4222511,BIH
1982,,,4265310,BIH
1983,,,4308106,BIH
1984,,,4350746,BIH
1985,,,4392130,BIH
1986,,,4435504,BIH
1987,,,4478519,BIH
1988,,,4508056,BIH
1989,,,4506653,BIH
1990,,,4463422,BIH
1991,,,4371603,BIH
1992,,,4239154,BIH
1993,,,4087999,BIH
1994,,101.847227683838,3948816,BIH
1995,,91.8796126648453,3843712,BIH
1996,,107.500043530726,3780378,BIH
1997,,100.630964756317,3752431,BIH
1998,,125.666609057011,3750485,BIH
1999,,121.820629357681,3759118,BIH
2000,,104.19061090981,3766706,BIH
2001,,104.318949933442,3771284,BIH
2002,,95.2767695073556,3775807,BIH
2003,,113.457846454851,3779247,BIH
2004,,109.74013133431,3781287,BIH
2005,,103.244773426647,3781530,BIH
2006,6.125,98.0289377986729,3779468,BIH
2007,1.515508441,83.5642764969633,3774000,BIH
2008,7.416856492,86.1628773169201,3763599,BIH
2009,-0.390194249,73.7474978345482,3746561,BIH
2010,2.188537852,80.9682123203619,3722084,BIH
2011,3.641666667,87.8363496197781,3688865,BIH
2012,2.082495779,88.1978712345139,3648200,BIH
2013,-0.086641462,87.8763814029585,3604999,BIH
2014,-0.914465905,90.5618503211591,3566002,BIH
2015,-0.851300819,87.8087488929385,3535961,BIH
2016,-1.251444391,87.7028958885129,3516816,BIH
2017,,86.9273441501429,3507017,BIH
1960,,,230939,BRB
1961,,,231678,BRB
1962,,,232586,BRB
1963,,,233587,BRB
1964,,,234547,BRB
1965,,,235374,BRB
1966,,,236044,BRB
1967,3.634875153,,236621,BRB
1968,7.488743187,,237199,BRB
1969,5.835231866,,237913,BRB
1970,7.284216374,,238848,BRB
1971,7.469255664,,240035,BRB
1972,11.87665623,,241441,BRB
1973,16.85508183,,242976,BRB
1974,38.92292809,,244539,BRB
1975,20.29446876,,246034,BRB
1976,4.986768111,,247444,BRB
1977,8.352369699,,248784,BRB
1978,9.482382591,,250032,BRB
1979,13.16983554,,251177,BRB
1980,14.43051972,,252194,BRB
1981,14.56756321,,253080,BRB
1982,10.33246644,,253841,BRB
1983,5.230298783,,254518,BRB
1984,4.685797312,,255193,BRB
1985,3.915105251,,255924,BRB
1986,1.330068452,,256736,BRB
1987,3.311731107,,257611,BRB
1988,4.858859178,,258527,BRB
1989,6.190114068,,259458,BRB
1990,3.074572711,86.0253102346726,260374,BRB
1991,6.257526633,82.5261958433451,261275,BRB
1992,6.09389303,76.159721154339,262184,BRB
1993,1.113439336,80.7532499088811,263089,BRB
1994,0.077204388,83.4223115856618,264015,BRB
1995,1.878862794,90.0714364215848,264959,BRB
1996,2.386152228,91.5481344052773,265942,BRB
1997,7.71053879,93.8506845574755,266945,BRB
1998,-1.268886607,86.2870584979417,267950,BRB
1999,1.560062402,86.4266613845697,268922,BRB
2000,2.435813035,88.7794329649207,269847,BRB
2001,2.577834904,84.6405595751849,270685,BRB
2002,0.125249458,81.8100075719334,271478,BRB
2003,1.619433198,88.2941203413897,272258,BRB
2004,1.394422311,90.2172521234368,273091,BRB
2005,6.082187295,95.6675134067175,274009,BRB
2006,7.307662628,95.8543305232421,275039,BRB
2007,4.034229829,94.170765404808,276150,BRB
2008,8.108108108,98.1887439498188,277319,BRB
2009,3.643861893,89.0878542190548,278470,BRB
2010,5.824218533,88.2532247038652,279569,BRB
2011,9.432202402,86.5326439099745,280601,BRB
2012,4.533347539,86.3594875814748,281585,BRB
2013,1.804005504,93.4926829268293,282509,BRB
2014,1.887170246,91.4774268447492,283385,BRB
2015,-1.061216469,79.0004690073405,284217,BRB
2016,,82.619975491549,284996,BRB
2017,,80.7131265434912,285719,BRB
1960,,19.3039436708071,48199747,BGD
1961,,22.4823523745223,49592802,BGD
1962,,21.554848275691,51030137,BGD
1963,,21.6397630631354,52532417,BGD
1964,,24.1502678104311,54129100,BGD
1965,,23.0293137134448,55834038,BGD
1966,,22.9361029749964,57672990,BGD
1967,,21.9018601093214,59620669,BGD
1968,,19.9371403769383,61579473,BGD
1969,,19.8113211700256,63417394,BGD
1970,,20.8205969538367,65047770,BGD
1971,,17.0190718372794,66424744,BGD
1972,,19.4072895559385,67597470,BGD
1973,,18.3946565109774,68691185,BGD
1974,,14.0496210654104,69884420,BGD
1975,,10.9956261323865,71305923,BGD
1976,,22.3822749296616,72999136,BGD
1977,,19.4221981983695,74925896,BGD
1978,,21.0385149611892,77033846,BGD
1979,,21.9070635430834,79236776,BGD
1980,,23.377231112235,81470860,BGD
1981,,19.2471590909091,83721268,BGD
1982,,20.6069241937352,86007331,BGD
1983,,20.3168806212371,88338242,BGD
1984,,16.8117271749034,90732362,BGD
1985,,18.2221846249994,93199865,BGD
1986,,17.0187425082782,95742431,BGD
1987,9.874696091,16.6877976312963,98343809,BGD
1988,7.412765957,17.6780643099612,100975321,BGD
1989,6.045479756,18.3251740190693,103599232,BGD
1990,6.12671847,18.9665020125385,106188642,BGD
1991,6.357364123,18.8898268850747,108727432,BGD
1992,3.634076918,19.9340055024511,111221938,BGD
1993,3.0148186,23.1215830698982,113695139,BGD
1994,5.313740079,22.8658645545703,116182267,BGD
1995,10.29781179,28.2094960764218,118706871,BGD
1996,2.37712903,26.0760877233809,121269645,BGD
1997,5.305601057,26.3255133900833,123854640,BGD
1998,8.402237956,27.8800634028394,126447965,BGD
1999,6.106695898,28.3879405571158,129029691,BGD
2000,2.208256209,29.3217143619038,131581243,BGD
2001,2.007173742,32.0980170730117,134107160,BGD
2002,3.332564933,28.9673807211649,136600667,BGD
2003,5.668707734,27.657884900158,139019001,BGD
2004,7.587536385,26.8582341492431,141307489,BGD
2005,7.046618162,34.396934864465,143431101,BGD
2006,6.765261171,38.1119244325921,145368004,BGD
2007,9.106984969,39.9423826531735,147139191,BGD
2008,8.901944895,42.6209140325589,148805814,BGD
2009,5.423472362,40.092796223023,150454708,BGD
2010,8.126676392,37.8028426708321,152149102,BGD
2011,10.7048046,47.4208498356898,153911916,BGD
2012,6.21818237,48.1109227476789,155727053,BGD
2013,7.529972823,46.2964027239758,157571292,BGD
2014,6.991165327,44.5140801968096,159405279,BGD
2015,6.19428023,42.0859990835216,161200886,BGD
2016,5.513525727,37.9543007335199,162951560,BGD
2017,,35.3039965170835,164669751,BGD
1960,0.309946465,76.3013658733824,9153489,BEL
1961,0.983146067,78.8184721341105,9183948,BEL
1962,1.40472879,81.1576432460471,9220578,BEL
1963,2.153339733,84.3825837561852,9289770,BEL
1964,4.175617616,85.3268781038424,9378113,BEL
1965,4.059801522,83.9900692062356,9463667,BEL
1966,4.173891504,88.0357457342498,9527807,BEL
1967,2.912852216,84.9542938596995,9580991,BEL
1968,2.703327173,89.2725658349821,9618756,BEL
1969,3.745781776,96.4912899323802,9646032,BEL
1970,3.914127724,87.0758025041546,9655549,BEL
1971,4.340567613,84.9490549800667,9673162,BEL
1972,5.4475,84.5787180649479,9711115,BEL
1973,6.955277903,93.4462479046126,9741720,BEL
1974,12.67788795,104.495768978865,9772419,BEL
1975,12.76820376,90.8501180613793,9800700,BEL
1976,9.15869981,96.1032781185445,9818227,BEL
1977,7.110848368,94.9763496102847,9830358,BEL
1978,4.470594648,91.6365514233163,9839534,BEL
1979,4.469084268,100.831741990439,9848382,BEL
1980,6.650975202,102.306683920574,9859242,BEL
1981,7.62827455,109.417686161341,9858982,BEL
1982,8.725850666,117.06390427629,9856303,BEL
1983,7.663370002,119.509460317824,9855520,BEL
1984,6.347517401,127.286436050737,9855372,BEL
1985,4.867676449,122.963339106446,9858308,BEL
1986,1.295501357,111.494554813514,9861823,BEL
1987,1.554482916,109.105628431747,9870234,BEL
1988,1.162050898,115.55989903239,9901664,BEL
1989,3.105450178,124.011913158749,9937697,BEL
1990,3.452823015,120.56967271465,9967379,BEL
1991,3.208551968,117.712773234039,10004486,BEL
1992,2.429913623,114.215711339517,10045158,BEL
1993,2.753963029,108.201663534969,10084475,BEL
1994,2.377798575,112.388936950299,10115603,BEL
1995,1.466813864,115.511365408443,10136811,BEL
1996,2.058919327,118.060093802792,10156637,BEL
1997,1.627459314,124.366693263271,10181245,BEL
1998,0.954442586,123.484495687655,10203008,BEL
1999,1.118421053,123.99724026107,10226419,BEL
2000,2.54463963,141.079071496619,10251250,BEL
2001,2.474444836,138.694465221206,10286570,BEL
2002,1.641900569,135.124884981773,10332785,BEL
2003,1.592816533,131.990312645394,10376133,BEL
2004,2.091938708,136.037833248748,10421137,BEL
2005,2.784303489,143.376220942029,10478617,BEL
2006,1.79094071,147.693901435153,10547958,BEL
2007,1.824988301,151.163621858795,10625700,BEL
2008,4.4921875,158.908045084263,10709973,BEL
2009,-0.054975261,136.356757863313,10796493,BEL
2010,2.189218922,151.100176526737,10895586,BEL
2011,3.531058241,162.753665660528,11047744,BEL
2012,2.838723095,163.994977033554,11128246,BEL
2013,1.11223458,162.218643125169,11182817,BEL
2014,0.34,164.710002339658,11209057,BEL
2015,0.558102452,160.229325319499,11274196,BEL
2016,1.972249752,164.544702629143,11331422,BEL
2017,,169.402711456732,11372068,BEL
1960,7.788161994,20.7013700595553,4829288,BFA
1961,18.56213873,21.2188624397492,4894580,BFA
1962,1.675909561,21.2379483918704,4960326,BFA
1963,5.574202829,21.2485012803128,5027821,BFA
1964,1.845123198,14.3172756393415,5098890,BFA
1965,-0.730252523,16.0292171246163,5174870,BFA
1966,2.36410602,16.7002191862921,5256363,BFA
1967,-4.333753909,18.8558132843739,5343019,BFA
1968,-0.286713688,21.4921288241186,5434041,BFA
1969,9.655529358,22.3496083648567,5528174,BFA
1970,1.772603315,21.5970104218475,5624600,BFA
1971,2.06121818,25.442556614231,5723381,BFA
1972,-2.923356559,27.688726861213,5825173,BFA
1973,7.603890363,29.231336311371,5930483,BFA
1974,8.719609454,32.7936788935997,6040041,BFA
1975,18.75694661,37.4993707069501,6154545,BFA
1976,-8.400718778,35.2134956783333,6274037,BFA
1977,29.9861043,38.4035337580082,6398935,BFA
1978,8.269140072,35.2192484844596,6530819,BFA
1979,14.99346595,37.5285780653351,6671656,BFA
1980,12.2026365,40.213028682332,6822843,BFA
1981,7.555705604,40.7115242526657,6985160,BFA
1982,12.05976521,39.8197514428109,7158255,BFA
1983,8.153762774,37.4582972460124,7340905,BFA
1984,4.846957682,39.7187056640872,7531242,BFA
1985,6.906057821,40.9475469828696,7727907,BFA
1986,-2.611742925,37.9617294229875,7930694,BFA
1987,-2.681784235,39.4399463300075,8140073,BFA
1988,4.255616018,38.1296822765951,8356305,BFA
1989,-0.481798715,32.3947599439306,8579823,BFA
1990,-0.504303389,35.4226504401749,8811034,BFA
1991,2.162600527,33.7962364263647,9050084,BFA
1992,-1.991135807,28.3740163771975,9297113,BFA
1993,0.553455724,29.6250839534616,9552476,BFA
1994,25.17787622,39.2292222386411,9816588,BFA
1995,7.458844978,40.7474714183407,10089878,BFA
1996,6.097804391,38.1802977691941,10372745,BFA
1997,2.318690622,37.4164187803511,10665546,BFA
1998,5.084333441,40.9397835752562,10968724,BFA
1999,-1.072613628,33.6863261234128,11282701,BFA
2000,-0.304212168,34.5123824969857,11607942,BFA
2001,5.007432908,32.3692329044732,11944587,BFA
2002,2.175694807,30.8729064656754,12293100,BFA
2003,2.034565741,30.7325181469586,12654621,BFA
2004,-0.400228702,37.1285844672402,13030569,BFA
2005,6.415040184,35.5357195534817,13421930,BFA
2006,2.333108564,36.9575709986318,13829177,BFA
2007,-0.230627306,35.4245345810243,14252021,BFA
2008,10.6597979,36.3105384865982,14689726,BFA
2009,2.608176664,40.4208553601654,15141099,BFA
2010,-0.764230735,48.8668309061283,15605217,BFA
2011,2.759767249,58.1539870387695,16081904,BFA
2012,3.818152403,62.6790476334154,16571216,BFA
2013,0.533738507,67.2680508872433,17072723,BFA
2014,-0.258089518,60.8645087365644,17585977,BFA
2015,0.954993317,62.3343770669398,18110624,BFA
2016,-0.247073221,62.0168473610495,18646433,BFA
2017,,62.8302616459157,19193382,BFA
1960,,,7867374,BGR
1961,,,7943118,BGR
1962,,,8012946,BGR
1963,,,8078145,BGR
1964,,,8144340,BGR
1965,,,8204168,BGR
1966,,,8258057,BGR
1967,,,8310226,BGR
1968,,,8369603,BGR
1969,,,8434172,BGR
1970,,,8489574,BGR
1971,,,8536395,BGR
1972,,,8576200,BGR
1973,,,8620967,BGR
1974,,,8678745,BGR
1975,,,8720742,BGR
1976,,,8758599,BGR
1977,,,8804183,BGR
1978,,,8814032,BGR
1979,,,8825940,BGR
1980,,66.3964173548912,8861535,BGR
1981,,70.1610468042275,8891117,BGR
1982,,67.4993968221142,8917457,BGR
1983,,74.0878629932986,8939738,BGR
1984,,78.3773116646511,8960679,BGR
1985,,85.9973677186588,8960547,BGR
1986,2.7,83.5035643944016,8958171,BGR
1987,2.726387537,83.4076531631779,8971359,BGR
1988,2.369668246,91.4617513059035,8981446,BGR
1989,6.388888889,94.578970772527,8876972,BGR
1990,23.8,69.847060845197,8718289,BGR
1991,338.4491115,82.6823876197495,8632367,BGR
1992,91.29793273,100.049800796813,8540164,BGR
1993,72.87879139,84.0414854466377,8472313,BGR
1994,96.05733827,90.7201293759513,8443591,BGR
1995,62.05483368,101.827166456687,8406067,BGR
1996,121.6075,104.365860439255,8362826,BGR
1997,1058.373852,87.3933849887679,8312068,BGR
1998,18.67225979,79.1499976704819,8256786,BGR
1999,2.573009064,90.9576853132472,8210624,BGR
2000,10.3162598,78.2943375418042,8170172,BGR
2001,7.360950516,79.6874800819486,8009142,BGR
2002,5.810130513,75.854094811011,7837161,BGR
2003,2.157107037,79.6250402264232,7775327,BGR
2004,6.346133143,93.7806532245441,7716860,BGR
2005,5.038843534,100.497031146171,7658972,BGR
2006,7.261613313,111.859854826557,7601022,BGR
2007,8.402486753,123.591902495903,7545338,BGR
2008,12.34877209,124.844857942792,7492561,BGR
2009,2.753172487,92.9411023225034,7444443,BGR
2010,2.438990605,103.207329550242,7395599,BGR
2011,4.219903466,117.761918795428,7348328,BGR
2012,2.954568298,124.776338243109,7305888,BGR
2013,0.890093541,129.714820345617,7265115,BGR
2014,-1.418122662,130.967946165628,7223938,BGR
2015,-0.104872333,128.066670580651,7177991,BGR
2016,-0.79852306,123.643921856923,7127822,BGR
2017,,131.122130849195,7075991,BGR
1960,,,162427,BHR
1961,,,167894,BHR
1962,,,173144,BHR
1963,,,178140,BHR
1964,,,182887,BHR
1965,,,187431,BHR
1966,2.134471719,,191780,BHR
1967,4.258098223,,196063,BHR
1968,3.25732899,,200653,BHR
1969,-0.194127639,,206043,BHR
1970,1.628981278,,212605,BHR
1971,5.789473685,,220312,BHR
1972,5.088195386,,229155,BHR
1973,14.33182698,,239527,BHR
1974,24.39299831,,251911,BHR
1975,16.15978212,,266543,BHR
1976,22.49576658,,283752,BHR
1977,17.73112089,,303175,BHR
1978,15.78553759,,323473,BHR
1979,2.205991951,,342798,BHR
1980,3.869525059,239.348924963302,359888,BHR
1981,11.34459681,251.13888334995,374120,BHR
1982,8.885713085,225.758688357164,385950,BHR
1983,2.972399151,189.632583309598,396454,BHR
1984,0.32239925,190.330268981954,407227,BHR
1985,-2.635969303,191.610232321025,419430,BHR
1986,-2.296093214,183.523568876884,433482,BHR
1987,-1.745001754,189.767930827029,448973,BHR
1988,0.303435966,172.832411464694,465202,BHR
1989,1.485897322,186.273821160598,481090,BHR
1990,0.929335437,210.160965794769,495931,BHR
1991,0.764419736,180.64181022066,509765,BHR
1992,-0.172413793,181.124037169727,523087,BHR
1993,2.538860104,164.603897100189,536213,BHR
1994,0.816910898,155.17817162615,549588,BHR
1995,2.704034751,152.464315379845,563699,BHR
1996,-0.452227383,164.115419261449,578668,BHR
1997,2.43155134,148.582078139234,594930,BHR
1998,-0.366533865,128.48910154402,613702,BHR
1999,-1.287587972,141.831698808263,636545,BHR
2000,-0.704852953,135.809015765396,664614,BHR
2001,-1.207571802,127.02611196662,697549,BHR
2002,-0.495540139,130.607523233005,735148,BHR
2003,1.593625498,128.091486797096,778711,BHR
2004,2.352941176,140.737233188148,829848,BHR
2005,2.586206897,148.313492997025,889168,BHR
2006,2.007469655,147.10185544489,958414,BHR
2007,3.256666667,137.785050572304,1035891,BHR
2008,3.526003164,145.882662049033,1114590,BHR
2009,2.795512836,117.963725409489,1185029,BHR
2010,1.961884683,120.472394522656,1240862,BHR
2011,-0.36444775,174.158964879852,1278269,BHR
2012,2.754553598,185.888975188856,1300217,BHR
2013,3.305484926,191.877804995067,1315411,BHR
2014,2.651195499,175.564650647056,1336397,BHR
2015,1.835993697,154.067392842373,1371855,BHR
2016,2.798520013,139.553543142304,1425171,BHR
2017,,,1492584,BHR
1960,,25.8928574435131,2786106,BDI
1961,,27.5862079836929,2839666,BDI
1962,,29.5081958920413,2893669,BDI
1963,,21.8045114655597,2949926,BDI
1964,,26.1744966082609,3010859,BDI
1965,,22.8822529667839,3077876,BDI
1966,4.436860068,23.7683401950761,3152723,BDI
1967,-1.089324619,22.6863662585732,3234023,BDI
1968,6.057268722,23.662507797879,3316233,BDI
1969,4.023883697,21.7532896713333,3391753,BDI
1970,-0.199650611,22.3097965544679,3455606,BDI
1971,3.85096274,22.6074300410872,3505391,BDI
1972,3.828557669,26.8094131157561,3544047,BDI
1973,6.006493507,24.3489043362581,3578490,BDI
1974,15.7223073,25.2873351845382,3618585,BDI
1975,15.7098746,27.2774163190328,3671494,BDI
1976,6.856551574,30.379360630475,3739659,BDI
1977,6.834514041,34.8870291528506,3821194,BDI
1978,23.89562065,31.9340935865245,3913768,BDI
1979,36.540757,36.8847861616734,4013310,BDI
1980,2.4985195,32.1014455985716,4116817,BDI
1981,12.16739435,31.1810462057784,4223195,BDI
1982,5.868096357,37.1194209891435,4333386,BDI
1983,8.151231356,33.7933398239583,4448728,BDI
1984,14.31686979,35.056316693605,4571292,BDI
1985,3.804286836,31.8135215539913,4702066,BDI
1986,1.675675676,34.0388589004453,4841565,BDI
1987,7.11323764,35.4835346628137,4987736,BDI
1988,4.486797697,38.5439533047301,5135956,BDI
1989,11.66159985,32.6893093927341,5280024,BDI
1990,7.002169567,35.6481395516768,5415415,BDI
1991,8.996938735,38.4225604772107,5542048,BDI
1992,1.823333333,38.2261314127976,5661139,BDI
1993,9.679346581,36.5429966027968,5771398,BDI
1994,14.85281498,38.753523581475,5871607,BDI
1995,19.26325364,40.2046264145201,5962058,BDI
1996,26.43678161,21.5737222729,6041112,BDI
1997,31.11158983,24.2753792298716,6112097,BDI
1998,12.50041077,27.4400299850075,6186352,BDI
1999,3.385424273,23.5397452788757,6278940,BDI
2000,24.31768096,22.5537244890286,6400706,BDI
2001,9.242971751,20.9640456147222,6555829,BDI
2002,-1.370974453,21.6738294069666,6741569,BDI
2003,10.76166973,27.3763120796107,6953113,BDI
2004,7.851688218,31.5761181816532,7182451,BDI
2005,13.52367836,41.646805693479,7423289,BDI
2006,2.809014978,54.1517904863709,7675338,BDI
2007,8.342032406,41.4823120441688,7939573,BDI
2008,24.10735481,47.4179182584123,8212264,BDI
2009,10.98146877,49.9258729032171,8489031,BDI
2010,6.401249024,48.0956962350074,8766930,BDI
2011,9.735019199,47.0192045511925,9043508,BDI
2012,18.01281606,46.4189800438818,9319710,BDI
2013,7.950674328,41.6411735610248,9600186,BDI
2014,4.379840041,41.3070022873188,9891790,BDI
2015,5.554204168,35.9932017274101,10199270,BDI
2016,5.538485174,38.1563092482199,10524117,BDI
2017,,,10864245,BDI
1960,,18.2341998166072,2431622,BEN
1961,,14.1181216852278,2465867,BEN
1962,,13.4771276576628,2502896,BEN
1963,,15.447259020027,2542859,BEN
1964,,17.3805034251725,2585965,BEN
1965,,22.1732736350777,2632356,BEN
1966,,23.0426078397633,2682159,BEN
1967,,27.4380883208416,2735307,BEN
1968,,28.4112293667841,2791590,BEN
1969,,33.2017249500644,2850661,BEN
1970,,39.6379034467417,2912340,BEN
1971,,45.6184127164884,2976572,BEN
1972,,41.1845516067007,3043567,BEN
1973,,41.6121426133332,3113675,BEN
1974,,43.8114045020463,3187412,BEN
1975,,47.9412279615522,3265165,BEN
1976,,44.0197577086964,3347173,BEN
1977,,50.9596855186593,3433439,BEN
1978,,51.0704526504407,3523938,BEN
1979,,54.5381681535616,3618526,BEN
1980,,53.1386195994861,3717165,BEN
1981,,59.8893720979652,3820128,BEN
1982,,57.8573353739462,3927714,BEN
1983,,45.3420118908271,4039949,BEN
1984,,50.5113034919755,4156819,BEN
1985,,60.3012179781571,4278501,BEN
1986,,49.2914176982042,4404506,BEN
1987,,46.2181352147978,4535263,BEN
1988,,45.8868280290306,4672852,BEN
1989,,38.3003673589405,4820016,BEN
1990,,45.7201821451396,4978496,BEN
1991,,51.3447168355486,5149499,BEN
1992,,56.7407458048553,5331803,BEN
1993,0.440599215,55.3817991336605,5521763,BEN
1994,38.53086617,64.4004792535565,5714220,BEN
1995,14.46254822,63.800140010475,5905558,BEN
1996,4.914239726,56.5177914456367,6094259,BEN
1997,3.466295906,58.7116296113966,6281639,BEN
1998,5.753314584,59.5936252981433,6470265,BEN
1999,0.326722893,64.6700078497675,6664098,BEN
2000,4.165404423,55.99169035644,6865951,BEN
2001,3.984295478,57.2759199877844,7076733,BEN
2002,2.489162355,51.4842649131048,7295394,BEN
2003,1.487242461,48.7223543924575,7520555,BEN
2004,0.873890831,46.3702587289626,7750004,BEN
2005,5.364520858,45.8165601073487,7982225,BEN
2006,3.782176965,46.8518725129235,8216896,BEN
2007,1.298068133,57.8049632995456,8454791,BEN
2008,7.947298761,56.4979180363796,8696916,BEN
2009,2.156829962,52.7005251850084,8944706,BEN
2010,2.307356822,60.9929899774057,9199259,BEN
2011,2.71280052,55.5760468648297,9460802,BEN
2012,6.753123517,59.6693976598352,9729160,BEN
2013,0.971851852,69.4546981720121,10004451,BEN
2014,-1.085744469,76.5288050838629,10286712,BEN
2015,0.320398718,68.0186793914923,10575952,BEN
2016,-0.93003312,71.3146787910156,10872298,BEN
2017,,79.3859918890312,11175692,BEN
1960,,,44400,BMU
1961,,,45500,BMU
1962,,,46600,BMU
