ccode,Year,rgdpo,hc,inv_share,Penn_GDP_PPP,Penn_GDP_PPP_log,pop_log,GDP_pc_growth,pop_growth,KOF_econ,KOF_defacto,KOF_dejure,KOF_trade,KOF_trade_df,KOF_trade_dj,KOF_finance,KOF_finance_df,KOF_finance_dj,inflation,Trade_to_GDP,EXP_to_GDP,IMP_to_GDP,population,Exports_USD_current,Exports_USD_constant,Imports_USD_current,Imports_USD_constant,IncomeGroup,TOI,CTS,Lietal,Alcala,KAOPEN,chinn_ito_normed,LMF_FDI_total_stocks,LMF_open,LMF_EQ,LMF_FDI_total_stocks_GDP,LMF_open_gdp,LMF_EQ_gdp,UNC_FDI_in_stock_GDP,UNC_FDI_out_stock_GDP,UNC_FDI_total_stocks_GDP,FTI_panel,FTI_original,FTI_reduced,Tariff_RES,Tariff_WITS,HF_econ,HF_fin,HF_trade,FTI_original_ipo,FTI_reduced_ipo,Tariff_WITS_ipo,ComplexityGroup,LMF_open_pv,FIN_CUR,CAPITAL,period
ISL,2006,11345.44921875,2.96282052993774,54.7680556774139,37.8524828742146,3.63369657546556,-1.20487986182992,-4.35505823247424,1.59712292701775,75.7310333251953,80.4271621704102,71.0349044799805,72.4648666381836,66.4775924682617,78.4521408081055,78.9972076416016,94.3767547607422,63.6176643371582,6.68707906136661,78.6311780388211,30.8192106692806,47.8119673695405,303782,5305963961.24252,5104737832.81436,8231507889.71217,9127110651.06057,High income,18.4407391555591,9.58810502905494,0.581036497516334,1300791.73796726,1.06518971920013,0.799404120445252,23516,150384,18385,1.37996596443871,8.8248342233437,1.07886861099701,44.53524,81.10383,125.63907,7.15,7.16,6.56,,97.523927779,75.8,50,78.2,7.16,6.56,97.523927779,"",865.3309937,,,"(2005,2010]"
ISL,2007,11973.416015625,2.98504543304443,39.8262828588486,39.231374843384,3.66947680532198,-1.18678794504333,3.57802298564169,1.80919167865938,75.2254180908203,80.5256118774414,69.9252243041992,71.700813293457,65.0645217895508,78.3371200561524,78.7500152587891,95.986701965332,61.5133209228516,5.05155736492145,75.1199249557109,33.0216932239627,42.0982317317482,311566,7104605058.15315,6296533845.15843,9057418954.02388,8920583269.93309,High income,18.3118986615732,9.51340320792748,0.525848607515802,1456682.57229456,1.06518971920013,0.799404120445252,50353,254049,26476,2.36465671081056,11.9305438151592,1.24335493566263,76.31267,116.76565,193.07832,7.08,7.08,6.46,,97.1020729975,76,60,84,7.08,6.46,97.1020729975,"",1177.175293,,,"(2005,2010]"
ISL,2008,15280.294921875,3.00743722915649,30.6911081075668,49.1511141691885,3.89489951508881,-1.16833543036687,22.5422709766826,1.8452514676458,68.3363571166992,82.2574691772461,54.4152412414551,73.3129577636719,70.5448913574219,76.0810241699219,63.3597602844238,93.9700622558594,32.7494621276855,12.6943942775878,83.41876296466,40.6301814016621,42.7885815629979,317414,7274936299.78658,6506571132.65564,7661403284.21713,7108657503.95113,High income,18.2084349218725,9.11556377911046,0.55605227377713,1219852.00546617,-1.21001923084259,0.265725812315941,26678,166116,6810,1.52176145114369,9.47555758370886,0.388454737322457,51.42392,52.524,103.94792,6.87,6.87,6.28,,97.384784418,75.8,60,85,6.87,6.28,97.384784418,"",925.2253418,,,"(2005,2010]"
ISL,2009,13138.7880859375,3.02999687194824,18.1805580854416,41.5671314933709,3.72730974663469,-1.15174096873453,-16.758976845412,1.65944616323364,68.4566421508789,82.4685897827149,54.444709777832,74.2777099609375,70.175163269043,78.3802642822266,62.6355819702149,94.7620010375977,30.509162902832,12.0031298461743,88.4745033412577,48.6449517162545,39.8295516250032,318499,6403939044.01869,7043962307.39861,5243422220.76636,5518490821.14071,High income,18.0600282911034,8.84969992652456,0.504898515773578,932923.948530548,-1.21001923084259,0.265725812315941,27807,161360,6387,2.16312718786464,12.5523142746013,0.496849474912485,65.5497,77.38818,142.93788,6.54,6.54,6.42,,97.54163895,75.9,70,88,6.54,6.42,97.54163895,"",1223.132935,,,"(2005,2010]"
ISL,2010,12085.66015625,3.05272579193115,14.7595152258873,37.7290160760312,3.63042945560892,-1.13840981685936,-9.6880291025772,1.33311518751695,68.4072723388672,83.0995941162109,53.7149658203125,73.8926773071289,72.0480270385742,75.7373199462891,62.9218902587891,94.1511688232422,31.6926078796387,5.39673113167484,94.0910373111608,51.984284951387,42.1067523597738,318041,7113368298.67962,7113368298.67962,5761757378.72444,5761757378.72444,High income,17.918354426985,8.93877696967358,0.534931014890264,1109655.26538169,-1.21001923084259,0.265725812315941,25958,160485,5277,1.9610183576339,12.1239706882224,0.398655284430007,86.11635,83.79469,169.91104,6.44,6.44,6.36,,97.7614111665,73.7,65,87.9,6.44,6.36,97.7614111665,"",1167.572266,,,"(2005,2010]"
ISL,2011,12208.353515625,3.0763692855835,16.0559996962547,37.7479108777678,3.63093013317738,-1.12880970135263,0.050067756846639,0.960011550673268,69.0390090942383,84.2426452636719,53.8354034423828,75.0936584472656,74.3582382202149,75.8290863037109,62.9843902587891,94.1270599365234,31.8417148590088,4.00102664343116,101.819069819721,54.7612573417452,47.0578124779758,319014,8301011806.68896,7355741511.07774,7133281373.3415,6151866816.11542,High income,17.7149577125043,9.67683467230696,0.584576513766344,1308742.55216307,-1.21001923084259,0.265725812315941,26665,151438,5124,1.818274803955,10.326491646778,0.349403341288783,83.48946,76.00171,159.49117,6.57,6.57,6.38,,97.713780666,68.2,65,88.2,6.57,6.38,97.713780666,"",973.2659302,,,"(2010,2015]"
ISL,2012,12561.7666015625,3.1004524230957,17.1978935599327,38.5891346235961,3.65297075041071,-1.12231294627071,2.20406172333258,0.649675508191505,70.3881072998047,84.3265686035156,56.4496383666992,78.4037246704102,75.9514389038086,80.8560104370117,62.3724899291992,92.7017135620117,32.0432739257813,5.18589988750705,104.267502035359,55.0172627742156,49.2502392611431,320716,8100784829.7181,7620434416.91765,7251643774.13618,6435075427.71152,High income,17.6618173189946,9.74977556541027,0.608434485726383,1253185.02671353,-1.21001923084259,0.265725812315941,25360,143157,5344,1.78490990990991,10.0758023648649,0.376126126126126,70.40666,83.56797,153.97463,6.77,6.76,6.8,,97.854062903,70.9,65,88.2,6.76,6.8,97.854062903,"",976.9517822,,,"(2010,2015]"
ISL,2013,12508.1533203125,3.1249852180481,17.6158979535103,38.24784257895,3.64408715551712,-1.11770645821663,-0.888359489358637,0.460648805408281,69.6854476928711,83.1013412475586,56.2695503234863,77.7790222167969,74.7173843383789,80.8406600952148,61.5918655395508,91.4852981567383,31.6984348297119,3.8722792374824,99.3063034066805,53.4930377065601,45.8132657001204,323764,8576815577.60995,8131913574.16094,7345477986.75097,6443680936.54009,High income,17.6407901669205,9.38786449315733,0.573813973655734,1263938.9189767,-1.21001923084259,0.265725812315941,35187,159704,6481,2.27570818781529,10.3288061052904,0.419156642090286,45.9474,59.27047,105.21787,6.74,6.74,6.49,,97.5626119345,72.1,65,87.8,6.74,6.49,97.5626119345,"",1009.097961,,,"(2010,2015]"
ISL,2014,12606.5869140625,3.14997792243958,20.8921119570732,38.3810068236331,3.64756272326395,-1.11334327494631,0.347556774683344,0.436318327031793,69.7033996582031,81.5130386352539,57.8937721252441,78.1811218261719,73.7154006958008,82.6468353271484,61.2256927490234,89.310676574707,33.1407127380371,2.04461481539337,96.9936506327381,51.5209256023028,45.4727250304354,327386,9149131983.07618,8389250960.01161,8075087123.7257,7073966856.48415,High income,17.6210197259122,9.6602402218936,0.568774178984635,1326303.3399313,-1.21001923084259,0.265725812315941,32183,143496,6655,1.87557549973775,8.36272510053033,0.387843114400606,44.42397,47.38603,91.81,7.13,7.13,7.1,,97.541774471,72.4,70,87.9,7.13,7.1,97.541774471,"",825.0717163,,,"(2010,2015]"
ISR,1999,171545.40625,3.29678606987,31.5251499414444,29.11610764995,3.3712915485273,1.7735564425113,3.4053159738646,2.17148364325841,72.8134765625,61.2230834960938,84.4038467407227,71.3225479125977,56.2244148254395,86.4206924438477,74.3043670654297,66.2217407226563,82.3869934082031,5.16045609498063,67.8276625925537,32.6424996525878,35.1851629399659,6125000,38228132473.3676,46292188967.6716,41205884484.3829,54761151522.6218,High income,18.3509082448809,98.4819471539005,0.450331307166988,462831.652557968,1.32149338722229,0.859523332118988,25172,169337,28237,0.214756168310412,1.44470702658431,0.240905368051053,15.16361,5.36982,20.53343,,,,92.5,94.18007853,68.3,90,83,8.304,8.38,94.18007853,hec,125.1849289,87.5,75,"(1995,2000]"
ISR,2000,188469.546875,3.31461334228516,30.1357358694077,31.3398176545024,3.44488941861173,1.79404702018513,7.35978700844227,2.04905776738256,75.6974029541016,64.2306594848633,87.1641616821289,74.3731231689453,59.8027877807617,88.9434585571289,77.0216979980469,68.6585311889649,85.3848648071289,1.05074893807288,71.2320923030511,35.5686038026701,35.6634885003811,6289000,47072572535.7467,57124501004.6677,47198145831.8005,61310464770.4041,High income,18.0839254467101,109.899080849605,0.455892354704093,498661.499792611,1.32149338722229,0.859523332118988,29517,190717,36127,0.222944801957763,1.44050424484123,0.27287078159461,15.44564,6.87461,22.32025,8.33,8.66,8.81,93.5,96.16657681,65.5,90,83,8.66,8.81,96.16657681,hec,126.4651718,93.75,87.5,"(1995,2000]"
ISR,2001,190988.109375,3.32587480545044,29.7661691904068,31.1586876708927,3.43909310429064,1.81311806723694,-0.579631432108529,1.90710470518096,73.9853973388672,59.8693199157715,88.1014785766602,72.7247314453125,54.8417510986328,90.6077117919922,75.2460708618164,64.8968887329102,85.5952529907227,1.15044247787609,64.9934079042244,31.3009887607951,33.6924191434293,6439000,40928026250.0892,50456917813.649,44054973012.8159,57974470405.0718,High income,17.9549476946724,93.4880786359238,0.43619705511204,441224.985380002,1.32149338722229,0.859523332118988,28188,179944,22107,0.215582051654647,1.3762131652811,0.169074514542687,14.49324,7.07796,21.5712,8.4,8.73,8.96,94.4000015258789,96.340461562,66.1,90,83,8.73,8.96,96.340461562,hec,119.7428436,93.75,87.5,"(2000,2005]"
ISR,2002,191601.125,3.3371741771698,27.4800926446915,30.7088272516764,3.42455014589146,1.83086559123558,-1.45429583991801,1.77475239986369,72.6131210327149,61.4673767089844,83.7588806152344,74.2516174316406,57.6859512329102,90.8172836303711,70.9746398925781,65.2488021850586,76.7004699707031,5.74146981627295,68.6853367852725,32.8855197715289,35.7998170137437,6570000,39832200599.4343,49406631836.8055,43362108995.7364,57251986747.3141,High income,17.8403703748644,92.4154765535588,0.455592459363236,427551.91807991,1.57779693603516,0.91964248418808,28205,180802,16724,0.232922075777095,1.49309615829287,0.138109866878076,14.77665,8.52486,23.30151,8.58,9.02,9,94.4000015258789,96.533774689,66.9,90,83,9.02,9,96.533774689,hec,129.4204254,93.75,100,"(2000,2005]"
ISR,2003,184431.109375,3.34851217269897,25.2140700817108,29.0464704307766,3.36889697611507,1.84837902671636,-5.5653169776392,1.75134354807791,74.7483291625977,63.7975730895996,85.6990814208984,74.9840774536133,59.1578102111816,90.8103256225586,74.512580871582,68.4373397827149,80.5878219604492,0.723963181301074,70.0191902652601,34.6311896801539,35.3880005851061,6689700,43969829384.5107,53408549266.4439,44930721767.1988,56801923163.8283,High income,17.6324010875956,86.5154261868002,0.452522072955446,476470.325499808,1.57779693603516,0.91964248418808,35750,208760,26992,0.282053507325502,1.647034690609,0.212956315237201,17.86382,10.34645,28.21027,8.61,9.08,9.01,90.0999984741211,96.723581863,62.7,70,77,9.08,9.01,96.723581863,hec,143.9413605,93.75,100,"(2000,2005]"
ISR,2004,183889.125,3.35988879203796,24.5934873819351,28.4269669780872,3.34733823611977,1.86699475834227,-2.15587399953026,1.86157316259128,75.0166397094727,67.0325546264649,83.0007095336914,76.2373275756836,65.51416015625,86.9604873657227,73.7959442138672,68.5509490966797,79.0409393310547,-0.410719786425702,78.161940199698,39.1189306171107,39.0430095825873,6809000,52997322623.8286,62766373333.7622,52894466755.9125,63532019508.9347,High income,17.3068513683771,96.6626385806158,0.491761097801398,574844.485892249,1.83410060405731,0.979761636257172,43369,238942,35447,0.320257866325996,1.76446436615246,0.261757951247609,18.38025,13.68693,32.06718,8.35,8.8,8.59,94.620002746582,97.932410364,61.4,70,77,8.8,8.59,97.932410364,hec,156.4394226,93.75,100,"(2000,2005]"
ISR,2005,186282.84375,3.37130379676819,25.0303477048874,28.2119773786215,3.33974661751028,1.8875195664848,-0.759161860949087,2.05248081425313,77.657844543457,70.5269012451172,84.7887725830078,78.4092864990234,67.8390274047852,88.9795379638672,76.9063949584961,73.2147827148438,80.598014831543,1.30941334158161,81.6599375859045,40.7731387957427,40.8867987901617,6930100,58113510261.3811,65699722133.8042,58275508612.4295,65747990947.2936,High income,16.9845895948387,97.1465483406365,0.510055696784006,624099.163809962,2.09040427207947,1.03988084793091,53894,272787,50157,0.377308559346953,1.90976490849774,0.351146053571179,21.63528,16.23036,37.86564,8.46,8.46,7.85,94.6699981689453,97.8654847995,62.6,70,77,8.46,7.85,97.8654847995,hec,167.6940002,,,"(2000,2005]"
ISR,2006,188668.296875,3.40424275398254,24.8456045985222,27.9292978894738,3.32967624141963,1.91031418875833,-1.00703760906509,2.27946222735302,77.802848815918,72.9483642578125,82.6573257446289,75.3240661621094,67.3530960083008,83.295036315918,80.281623840332,78.5436401367188,82.0196075439453,2.11683289232647,81.4229138046744,40.7817567108894,40.6411570937849,7053700,62817900264.8234,68968132200.6891,62601328605.4132,67993534658.8555,High income,16.7772495981287,91.574652713659,0.508250873898875,656433.736445724,2.34670782089233,1.1,83595,340222,53883,0.541029441269554,2.2019273708668,0.348732452705633,28.16724,25.54104,53.70828,8.37,8.37,7.73,,97.273117986,64.4,70,81,8.37,7.73,97.273117986,hec,196.988327,,,"(2005,2010]"
ISR,2007,192164.40625,3.43750333786011,24.52522367239,27.7586517641676,3.32354756688595,1.93480372129316,-0.612867453367638,2.44895325348287,78.0946655273438,73.7127990722656,82.4765319824219,75.7657699584961,67.993522644043,83.5380249023438,80.4235610961914,79.4320831298828,81.4150390625,0.468407414789721,81.8436524835712,40.4585397529057,41.3851127306655,7180100,72404274482.1207,76118148117.6778,74062461965.3855,75535887479.8949,High income,16.7122352570566,92.554780577739,0.51595413718133,740529.830158388,2.34670782089233,1.1,99822,396234,76601,0.555910116113942,2.20663269568123,0.426592041878985,27.46303,27.88369,55.34672,8.42,8.42,7.76,,97.886683538,64.8,70,85.2,8.42,7.76,97.886683538,hec,200.1277313,,,"(2005,2010]"
ISR,2008,193108.640625,3.47108888626099,24.4833379983902,27.208324604074,3.30352297809808,1.95972995722808,-2.00245887878729,2.49262359349236,72.8577194213867,68.5107879638672,77.2046508789063,74.3697814941406,66.2190322875977,82.5205154418945,71.3456573486328,70.8025360107422,71.888786315918,4.59279833349866,77.5770414080489,38.4662938192473,39.1107475888015,7308800,83127647714.6042,80490854093.6022,84520345596.4326,77405068351.5969,High income,16.6410880079529,87.7534363744981,0.494475034128158,833126.624065304,2.34670782089233,1.1,104158,375067,57831,0.480524453425233,1.73034107003631,0.266798610438321,22.34104,25.19778,47.53882,8.2,8.2,7.53,,97.6778013695,66.3,80,86.6,8.2,7.53,97.6778013695,hec,149.8559723,,,"(2005,2010]"
ISR,2009,203478.453125,3.50500273704529,21.0426732897758,27.9968886338897,3.33209338378267,1.98346673404451,2.8570405684595,2.37367768164287,71.4464569091797,64.8177490234375,78.0751724243164,70.1744232177734,56.297492980957,84.0513687133789,72.7184982299805,73.338005065918,72.0989837646484,3.32890743550834,63.8830222004675,33.1880374959121,30.6949847045554,7485600,68854614347.8371,70682802047.5085,63682323322.2287,66694002690.2213,High income,16.5908115559097,72.0306885656237,0.40944555226122,634556.141430425,2.34670782089233,1.1,113168,441789,93987,0.543901723963916,2.12330162880226,0.451715072548746,27.11666,27.68774,54.8044,8.29,8.29,7.73,,96.513784909,67.6,80,86,8.29,7.73,96.513784909,hec,179.826828,,,"(2005,2010]"
ISR,2010,212671.328125,3.53924798965454,21.656958758831,28.6389037385305,3.3547660640739,2.00498184944563,2.26726802912332,2.15151154011177,73.5360260009766,66.040657043457,81.0314102172852,71.7513732910156,59.42431640625,84.0784072875977,75.3207015991211,72.6570053100586,77.9843902587891,2.70766406608536,67.5713005331826,34.7232388655278,32.8480616676548,7623600,81250877580.0854,81250877580.0854,76863044016.0739,76863044016.0739,High income,16.473251052802,76.6162468329598,0.431240630364488,735183.84952168,2.34670782089233,1.1,129210,496110,106710,0.551418341349334,2.1172057373796,0.455397037422703,25.70726,29.04718,54.75444,8.23,8.23,7.71,,,67.7,85,87.8,8.23,7.71,96.786238895,hec,178.4258575,,,"(2005,2010]"
ISR,2011,221918.984375,3.57504606246948,23.4555035829544,29.3203334948248,3.37828125126566,2.0240311287538,2.35151871917561,1.90492793081707,73.0797882080078,66.3205184936524,79.8390731811524,71.6512451171875,62.003059387207,81.2994232177734,74.5083465576172,70.6379776000977,78.3787231445313,3.46738159070598,70.8500704476627,35.3257907625412,35.5242796851215,7765800,92365862638.1878,87870874076.8638,92884848913.1589,85409238355.0702,High income,16.2913127556579,79.6780551218417,0.456891214644246,841952.466207852,2.34670782089233,1.1,136110,488309,91156,0.519976161551333,1.86546939586342,0.348240004278696,24.77558,27.57815,52.35373,7.95,7.95,7.39,,97.058692881,68.5,80,87.8,7.95,7.39,97.058692881,hec,155.3734131,,,"(2010,2015]"
ISR,2012,233968.796875,3.61162757873535,24.4877025485039,30.3890911191264,3.41408369924641,2.0411040605318,3.58024479807448,1.7072931778003,72.7880477905273,67.8890838623047,77.6869888305664,72.0627670288086,63.8731422424316,80.2523880004883,73.513298034668,71.9050064086914,75.1215896606445,1.68422870962172,71.9649359713903,35.9519036793318,36.0130322920585,7910500,92461158743.3595,87559002787.2583,92618369399.4489,87219939841.0526,High income,16.266867142648,78.5495549001167,0.462055601988609,799596.320957185,2.34670782089233,1.1,147699,500270,99267,0.568922083724943,1.92699104817959,0.382366762707425,29.44618,28.18766,57.63384,7.86,7.86,7.42,,97.874159021,67.8,80,83.6,7.86,7.42,97.874159021,hec,160.4788818,,,"(2010,2015]"
ISR,2013,248370.640625,3.64901423454285,24.1682946681976,31.7564641464851,3.4580962997809,2.05682584935174,4.40126005344985,1.57217888199401,70.9196624755859,64.1303253173828,77.7089996337891,71.3412094116211,59.1272850036621,83.5551300048828,70.4981155395508,69.1333770751953,71.8628616333008,1.57139216852117,65.5536949967553,33.671214028462,31.8824809682932,8059500,98534149105.3358,91866678059.1194,93299669293.8465,88387291515.5004,High income,16.2907696522393,69.9347940901123,0.416463722976698,787523.436221609,2.34670782089233,1.1,164887,563211,129638,0.5638858870361,1.92608716468544,0.44334021859568,29.54113,26.54176,56.08289,8.11,8.11,7.65,,97.9067166705,66.9,80,83,8.11,7.65,97.9067166705,hec,161.4177246,,,"(2010,2015]"
ISR,2014,266932.84375,3.68722796440125,24.9106481671333,33.613119878296,3.51491646332292,2.07208064190491,5.68201635420129,1.52547925531636,71.0284118652344,62.8491363525391,79.2076873779297,71.3639907836914,57.6290664672852,85.0989151000977,70.6928329467774,68.069206237793,73.3164749145508,0.485030941629033,62.7635164653254,32.1617387499547,30.6017777153707,8215700,99559381485.0786,92390584550.1151,94730390212.204,90309776976.0853,High income,16.3201598411476,68.4433917839016,0.410256752281881,774185.411036133,2.34670782089233,1.1,172965,605956,152011,0.565849780647947,1.98236677756949,0.497299401648167,28.90886,25.48685,54.39571,8.26,8.26,7.78,,97.843789159,68.4,80,82.9,8.26,7.78,97.843789159,hec,167.2923126,,,"(2010,2015]"
JAM,2005,16769.451171875,2.56120181083679,25.0712037086487,6.10981748581675,1.80989690134892,1.00966194716921,6.70478060783522,0.580844870229003,63.7571105957031,70.9626541137695,56.5515670776367,51.2601699829102,67.1617202758789,35.3586082458496,76.2540588378906,74.7635955810547,77.7445220947266,15.0820720528672,90.4878933449097,35.2732351244367,55.2146582204731,2740003,3952160000,,6186480000,,Upper middle income,12.6757536772256,9.06248527738518,0.631198001776583,590043.560449085,2.34670782089233,1.1,7820,19853,209,0.696473102956893,1.7681688635554,0.0186141788386177,61.53137,0.43224,61.96361,7.73,7.73,6.97,89.5894775390625,,67,90,69.4,7.73,6.97,90.80933146175,mec,145.1017761,,,"(2000,2005]"
JAM,2006,17376.04296875,2.55935621261597,26.6942858695984,6.29503153311235,1.83976067671527,1.01533173991245,2.98637753663484,0.566979274324786,65.9245758056641,73.8444213867188,58.0047302246094,54.8111915588379,71.7184906005859,37.9038925170898,77.037956237793,75.9703521728516,78.1055679321289,8.52088543113828,100.745598824993,40.1315252646825,60.6140735603109,2754407,4776418816.38847,,7214233687.40516,,Upper middle income,12.1392644097998,10.6094802544554,0.69478889367328,663488.513753613,2.34670782089233,1.1,8769,22548,315,0.734053239578102,1.88749372174787,0.026368658965344,65.38624,0.80468,66.19092,7.83,7.83,7.22,,91.0523397045,66.4,90,65.4,7.83,7.22,91.0523397045,mec,155.3306427,,,"(2005,2010]"
JAM,2007,18405.845703125,2.55692028999329,24.5676636695862,6.63162135981044,1.89184932329156,1.02081899212382,5.20886465762844,0.548725221136515,67.4411468505859,75.6150054931641,59.2672882080078,56.5600509643555,72.9740219116211,40.1460838317871,78.3222427368164,78.2559967041016,78.3884887695313,9.28565332422976,101.244422062437,39.7286909235439,61.5157311388929,2768227,5096320973.34878,5289601399.15987,7891121089.22364,9141801291.52126,Upper middle income,11.8838597454331,11.027158050118,0.760267447256573,724288.857714492,2.09040427207947,1.03988084793091,9729,24714,412,0.755298501669125,1.91863985715395,0.0319850943249748,67.71463,0.53908,68.25371,7.77,7.77,7.42,,91.078489491,65.5,80,70.4,7.77,7.42,91.078489491,mec,162.6818085,,,"(2005,2010]"
JAM,2008,18286.26953125,2.5544867515564,24.8371079564095,6.55393180672362,1.88006514538936,1.02608533400418,-1.17841779022017,0.526634188035713,69.9379806518555,75.5497894287109,64.3261795043945,66.1840057373047,75.0951614379883,57.2728538513184,73.6919555664063,76.0044174194336,71.3795013427734,22.0304568527919,113.577403844226,41.9433070929295,71.6340967512963,2781876,5738046907.1458,5442960000.47529,9799890275.68235,9503007846.1865,Upper middle income,11.6090968295202,11.6974844343158,0.823345652539292,831698.149333272,1.83410060405731,0.979761636257172,11110,26676,315,0.808411554973441,1.94106090373281,0.022920759659463,73.69977,0.4537,74.15347,7.64,7.64,7.3,,,65.7,80,70.4,7.64,7.3,91.1943190113333,mec,167.6828156,,,"(2005,2010]"
JAM,2009,18362.921875,2.55205535888672,20.4663947224617,6.54863959748229,1.87925733303469,1.03107618301419,-0.0807812354668425,0.49908490100139,65.8375701904297,69.5412292480469,62.133903503418,59.3831329345703,63.3083038330078,55.4579696655274,72.2919921875,75.7741470336914,68.8098373413086,9.57378727761423,86.8851243338837,34.4795962140846,52.4055281197991,2795837,4160817852.28817,4476549749.68037,6324025826.91436,6892675501.2625,Upper middle income,11.33133667933,7.56987647708037,0.626538535925654,548004.600339642,1.57779693603516,0.91964248418808,11511,25196,470,0.95092936802974,2.08145394465097,0.0388269310202396,87.68241,1.81594,89.49835,7.24,7.24,7.08,,,65.2,80,70.6,7.24,7.08,91.3101485316667,mec,175.124115,,,"(2005,2010]"
JAM,2010,18805.375,2.54962635040283,21.216031908989,6.67517695645017,1.89839571426453,1.03574701896385,1.91383812298473,0.467083594966544,63.7998352050781,66.4306259155273,61.1690483093262,56.7623710632324,59.7584457397461,53.7662925720215,70.8373031616211,73.1027984619141,68.5718002319336,12.6095082350193,80.920400318881,31.3352666291342,49.5851336897468,2810460,4142696749.05185,4142696749.05185,6555430804.81811,6555430804.81811,Upper middle income,11.0395453172427,5.88398836112367,0.587787878449894,542909.291818594,1.32149338722229,0.859523332118988,11805,27761,564,0.894928360245622,2.10454097490713,0.0427564248351149,82.11527,1.33288,83.44815,7.2,7.2,7,,91.425978052,65.5,85,72.2,7.2,7,91.425978052,mec,174.9336243,,,"(2005,2010]"
JAM,2011,19170.41796875,2.55723929405212,24.7759118676186,6.77521296514909,1.91327080024207,1.04009755985114,1.48750859775388,0.43505408872806,63.6458129882813,66.9412689208984,60.3503684997559,58.5257987976074,62.3914451599121,54.6601486206055,68.7658386230469,71.4910888671875,66.0405883789063,7.52969244333801,83.8218202275808,30.368613897616,53.4532063299648,2825929,4386641596.86123,4079901054.73811,7721131401.09554,6862488258.3078,Upper middle income,10.7377437160056,6.0561076710688,0.640623690115483,616325.787090236,1.06518971920013,0.799404120445252,12079,29363,754,0.838994234910051,2.03952212266444,0.0523720219490172,76.94227,2.91414,79.85641,7.25,7.25,7.11,,91.579353172,65.7,85,72.2,7.25,7.11,91.579353172,mec,174.641922,,,"(2010,2015]"
JAM,2012,19144.958984375,2.56327486038208,22.8512406349182,6.73882895848131,1.90788616479635,1.04415327776315,-0.538463544572032,0.405571791201553,64.0097274780274,67.814338684082,60.2051124572754,60.2117195129395,64.0725936889649,56.3508491516113,67.8077163696289,71.5560607910156,64.0593795776367,6.89824818644853,82.0400783486515,30.1837114553703,51.8563668932812,2842132,4469328381.58509,3950656481.11702,7678417303.47562,6514638593.79928,Upper middle income,10.4735415732961,6.0062752308528,0.626357368548192,631885.352469669,1.06518971920013,0.799404120445252,13104,32197,1117,0.888708036622584,2.18358765683282,0.075754493048491,81.88452,2.71935,84.60387,7.27,7.27,7.18,,88.71354254,65.1,85,72.1,7.27,7.18,88.71354254,mec,190.6532288,,,"(2010,2015]"
JAM,2013,19558.607421875,2.56842541694641,22.8863522410393,6.85832057228342,1.92546259722988,1.04795286964163,1.75764324335261,0.379959187847811,63.1280174255371,67.7831420898438,58.4728927612305,59.4367752075195,63.9805488586426,54.892993927002,66.8192672729492,71.5857543945313,62.0527877807617,9.34440283355142,83.2689914479299,30.5793423439907,52.6896491039392,2858709,4361405965.66263,4138547452.51592,7514908180.35038,6675139415.84578,Upper middle income,10.2109555198491,5.62332188803422,0.625107281486511,592234.130404751,1.06518971920013,0.799404120445252,13550,33118,500,0.954965113820565,2.33406159701177,0.0352385650856297,88.71308,2.21793,90.93101,7.44,7.44,7.23,,89.3660659135,66.8,85,75,7.44,7.23,89.3660659135,lec,206.670105,,,"(2010,2015]"
JAM,2014,19738.0625,2.57358622550964,23.3965277671814,6.89638799303226,1.93099779526942,1.05155108295628,0.553519803953861,0.359821331465504,64.3528213500977,69.2426452636719,59.4629974365234,55.78173828125,64.8371124267578,46.7263717651367,72.9238891601563,73.6481628417969,72.1996231079102,8.2900057770075,84.7496280191419,31.2578077063278,53.4918203128142,2875136,4344149024.87504,4178401746.41722,7434188642.84781,6666950769.61905,Upper middle income,10.0025571368968,5.65437715402015,0.634756901070962,584093.200849772,1.06518971920013,0.799404120445252,14084,35155,670,1.01374793061254,2.53041099834449,0.0482257251853451,95.31011,2.2627,97.57281,6.73,6.73,5.57,,,66.7,85,75.1,6.73,5.57,89.42084392175,lec,221.1937103,,,"(2010,2015]"
JOR,2000,18019.166015625,2.48878574371338,20.6437796354294,3.53100283488034,1.26158191980074,1.62985405026655,4.94534946701564,1.74408131026054,72.8892669677734,82.5507888793945,63.2277565002442,63.4149971008301,83.3436279296875,43.4863586425781,82.3635406494141,81.757926940918,82.9691619873047,0.666880925597929,108.805121401481,41.2497061342724,67.5554152672082,5122493,3538928067.70099,6157940240.90332,5795768688.29337,9018604816.06654,Upper middle income,16.1464895315299,17.17610167268,0.783643955834648,503488.139340585,2.09040427207947,1.03988084793091,3179,26150,1737,0.375723909703345,3.09065122325966,0.205294882401607,36.6722,0.51805,37.19025,7.43,7.29,5.47,87.4000015258789,81.08010928,67.5,70,60.6,7.29,5.47,81.08010928,mec,227.9801178,,,"(1995,2000]"
